Exterior1st,MSSubClass,Neighborhood,OverallQual,BsmtQual,HeatingQC,FullBath,TotRmsAbvGrd,GarageFinish,GarageCars,YearBuilt,GarageYrBlt,YrSold,SalePrice
HdBoard,90,NAmes,4,NA,TA,2,6,Unf,2,1962,1962,2007,101800
Plywood,20,NAmes,5,TA,Fa,1,6,RFn,2,1959,1959,2010,142000
MetalSd,70,SWISU,5,TA,TA,1,7,NA,0,1911,NA,2008,130000
Wd Sdng,70,Crawfor,5,Gd,Gd,1,9,Unf,1,1914,1914,2006,138887
VinylSd,160,NridgHt,7,Gd,Ex,2,6,RFn,2,2003,2003,2010,175500
VinylSd,60,CollgCr,7,Gd,Ex,2,8,Fin,2,2004,2004,2006,195000
VinylSd,20,SawyerW,6,Gd,Ex,1,6,Unf,2,2005,2005,2006,142500
VinylSd,20,Timber,8,Gd,Ex,2,6,RFn,2,2006,2006,2007,265900
VinylSd,60,CollgCr,7,Gd,Ex,2,8,RFn,2,2003,2003,2008,224900
VinylSd,20,Somerst,7,Gd,Ex,2,7,RFn,3,2007,2007,2007,248328
Plywood,85,NWAmes,7,Gd,TA,2,6,RFn,2,1974,1974,2010,170000
VinylSd,20,NridgHt,10,Ex,Ex,2,7,Fin,3,2006,2006,2006,465000
BrkFace,70,Crawfor,8,Gd,Fa,1,7,Unf,2,1929,1931,2006,230000
VinylSd,80,NWAmes,6,Gd,Ex,3,7,Fin,2,1984,1984,2007,178000
VinylSd,60,Somerst,7,Gd,Ex,2,6,RFn,2,2005,2005,2006,186500
HdBoard,80,Mitchel,6,TA,TA,1,6,Unf,3,1976,1976,2010,169900
AsbShng,75,OldTown,6,Gd,Fa,1,8,Unf,2,1917,1950,2008,129500
MetalSd,20,NAmes,5,TA,TA,1,6,Unf,1,1950,1950,2007,119000
BrkFace,20,NAmes,7,TA,Ex,2,8,Fin,2,1968,1968,2010,244000
VinylSd,120,NridgHt,7,Gd,Ex,2,6,RFn,2,2003,2003,2006,171750
HdBoard,20,Mitchel,5,TA,TA,1,5,RFn,1,1968,1968,2009,130000
Wd Sdng,60,Veenker,7,TA,TA,2,9,RFn,2,1974,1974,2007,294000
VinylSd,60,Edwards,7,Gd,Ex,2,7,Fin,2,2003,2003,2008,165400
Wd Sdng,50,BrkSide,6,TA,TA,1,6,Unf,1,1931,1978,2007,127500
HdBoard,20,NoRidge,8,Gd,Ex,2,7,Fin,2,1994,1994,2008,301500
Wd Sdng,30,Edwards,5,Fa,Ex,1,4,NA,0,1922,NA,2009,99900
VinylSd,80,Gilbert,7,Gd,Ex,2,5,Fin,2,2005,2005,2008,190000
HdBoard,20,NAmes,6,Gd,Gd,1,6,Unf,2,1969,1969,2008,151000
VinylSd,60,Gilbert,6,Gd,Ex,2,7,Fin,2,1999,1999,2009,181000
MetalSd,20,NAmes,5,TA,Gd,1,5,Unf,1,1956,1956,2009,128900
Wd Sdng,50,ClearCr,4,TA,Ex,1,8,Unf,1,1957,1957,2009,161500
Wd Sdng,70,BrkSide,6,TA,Ex,1,8,Unf,2,1919,1940,2007,180500
MetalSd,120,NAmes,6,Gd,Ex,2,5,Fin,2,1998,1998,2008,181000
MetalSd,160,Somerst,7,Gd,Ex,2,6,Unf,2,1999,1999,2006,183900
Wd Sdng,190,OldTown,7,TA,TA,1,9,Unf,1,1910,1960,2007,122000
Stucco,20,Timber,9,Ex,Ex,2,10,Fin,3,2008,2009,2010,378500
Stucco,50,Crawfor,8,TA,Ex,3,11,Unf,3,1935,1982,2008,381000
MetalSd,50,NAmes,5,TA,TA,1,7,Unf,1,1958,1958,2007,144000
Plywood,40,ClearCr,7,Gd,TA,0,4,Fin,2,1979,1979,2010,260000
BrkFace,20,NWAmes,6,TA,Gd,2,7,RFn,2,1968,1968,2009,185750
HdBoard,20,Sawyer,5,TA,TA,1,5,Unf,1,1965,1965,2006,137000
Plywood,80,Edwards,6,TA,Gd,1,5,RFn,1,1959,1959,2008,177000
Wd Sdng,50,Crawfor,5,TA,Ex,2,8,Unf,2,1910,1985,2007,139000
AsbShng,90,NAmes,5,TA,Gd,2,10,Unf,2,1948,1948,2007,137000
HdBoard,60,NWAmes,6,TA,TA,1,6,Unf,2,1972,1972,2009,162000
HdBoard,80,NWAmes,6,Gd,Fa,1,7,RFn,2,1967,1967,2009,197900
VinylSd,60,CollgCr,8,Gd,Ex,2,7,RFn,2,2002,2002,2008,237000
MetalSd,50,IDOTRR,4,TA,TA,1,6,RFn,2,1920,1980,2010,68400
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2002,2002,2009,227000
HdBoard,20,Timber,7,Gd,TA,2,6,Fin,2,1990,1990,2006,180000
HdBoard,20,CollgCr,5,Gd,TA,2,5,Unf,2,1977,1977,2009,150500
MetalSd,90,Mitchel,6,TA,TA,2,8,NA,0,1971,NA,2010,139000
Wd Sdng,50,SWISU,6,TA,Ex,2,10,Unf,1,1919,1969,2010,169000
MetalSd,50,BrkSide,6,TA,Ex,1,6,Unf,1,1939,1939,2009,132500
HdBoard,20,NWAmes,6,TA,TA,1,6,Unf,2,1963,1963,2010,143000
Wd Sdng,20,ClearCr,5,TA,Fa,2,7,Unf,2,1964,1964,2006,190000
CemntBd,120,StoneBr,8,Gd,Ex,2,5,Fin,2,2000,2000,2009,278000
VinylSd,60,NridgHt,8,Gd,Ex,2,8,Fin,3,2006,2006,2006,281000
Wd Sdng,80,NAmes,5,TA,TA,1,6,RFn,2,1964,1964,2010,180500
CemntBd,160,BrDale,5,TA,TA,2,6,Unf,1,1972,1972,2009,119500
Wd Sdng,70,OldTown,5,TA,TA,2,11,RFn,1,1892,1985,2009,107500
HdBoard,60,NWAmes,7,Gd,TA,2,8,RFn,2,1976,1976,2006,162900
WdShing,20,Edwards,5,TA,TA,1,5,Unf,2,1955,1957,2006,115000
HdBoard,20,NAmes,5,TA,Gd,1,5,RFn,1,1968,1968,2006,138500
MetalSd,20,NAmes,5,TA,Gd,2,6,RFn,2,1963,1963,2008,155000
VinylSd,180,Edwards,6,Gd,Gd,2,5,Fin,2,2005,2005,2006,140000
Stucco,60,Edwards,10,Ex,Ex,2,12,Fin,2,2008,2008,2008,160000
BrkFace,20,NAmes,5,TA,Ex,1,6,RFn,1,1959,1959,2010,154000
VinylSd,60,Gilbert,7,Gd,Ex,2,9,Fin,2,1999,1999,2009,225000
Wd Sdng,70,Crawfor,6,TA,Fa,1,7,Unf,1,1942,1942,2009,177500
VinylSd,60,NoRidge,8,Gd,Ex,2,8,RFn,3,1994,1994,2006,290000
VinylSd,20,Somerst,7,Gd,Ex,2,7,RFn,3,2005,2005,2006,232000
VinylSd,160,Edwards,7,Gd,Ex,2,7,Unf,2,2004,2004,2006,130000
VinylSd,20,NridgHt,9,Ex,Ex,2,6,Fin,2,2006,2006,2009,325000
VinylSd,120,NridgHt,7,Gd,Ex,2,6,RFn,2,2005,2005,2006,202500
VinylSd,20,CollgCr,5,Gd,Ex,1,5,Unf,2,1994,2000,2009,138000
MetalSd,20,OldTown,5,TA,Ex,1,6,Unf,2,1948,1948,2008,147000
HdBoard,20,SawyerW,6,Gd,Gd,2,6,RFn,2,1991,1991,2008,179200
BrkFace,20,Crawfor,7,Gd,TA,2,7,Fin,2,1959,1959,2010,335000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2005,2005,2007,203000
Wd Sdng,60,NoRidge,8,Ex,Ex,2,9,RFn,2,1990,1990,2007,302000
VinylSd,60,NoRidge,9,Gd,Ex,2,10,Fin,3,1999,1999,2010,333168
Wd Sdng,20,Edwards,4,TA,Ex,1,5,Unf,1,1954,1956,2007,119000
HdBoard,60,NAmes,6,Fa,TA,2,9,Unf,2,1969,1969,2008,206900
VinylSd,20,CollgCr,8,Ex,Ex,2,8,RFn,3,2008,2008,2009,295493
VinylSd,120,Somerst,7,Ex,Ex,2,5,RFn,2,2006,2006,2007,208900
VinylSd,20,CollgCr,8,Gd,Ex,2,7,RFn,3,2001,2001,2006,275000
Wd Sdng,20,Edwards,4,TA,Ex,1,5,Unf,1,1954,1954,2007,111000
BrkFace,20,NAmes,6,TA,Gd,1,6,RFn,2,1957,1957,2009,156500
VinylSd,20,BrkSide,3,NA,TA,1,4,Unf,1,1949,1955,2008,72500
HdBoard,60,NoRidge,7,Gd,Ex,2,8,RFn,2,1992,1992,2010,190000
VinylSd,30,BrkSide,4,TA,Gd,1,5,NA,0,1940,NA,2009,82500
VinylSd,20,Somerst,8,Ex,Ex,2,7,RFn,3,2006,2007,2007,147000
AsbShng,30,IDOTRR,4,TA,Fa,1,5,NA,0,1922,NA,2008,55000
MetalSd,30,Edwards,3,TA,Ex,1,6,NA,0,1931,NA,2007,79000
VinylSd,20,Mitchel,5,TA,Ex,1,5,Unf,1,1982,1982,2008,130500
BrkFace,50,OldTown,6,Gd,Ex,2,8,Unf,2,1920,1920,2008,256000
VinylSd,60,Gilbert,7,Gd,Gd,2,8,Fin,2,1998,1998,2006,176500
VinylSd,20,Somerst,8,Gd,Ex,2,7,RFn,3,2006,2006,2007,227000
MetalSd,80,CollgCr,5,TA,Gd,1,6,Unf,2,1976,1976,2006,132500
MetalSd,20,Edwards,4,TA,Ex,1,3,Unf,1,1938,1958,2009,100000
Wd Sdng,50,IDOTRR,5,TA,Ex,1,6,Unf,1,1938,1951,2006,125500
HdBoard,160,BrDale,5,TA,TA,1,7,Unf,2,1970,1970,2009,125000
Plywood,20,NWAmes,6,Gd,TA,2,6,RFn,2,1977,1977,2009,167900
Plywood,90,NWAmes,5,TA,TA,2,8,Unf,2,1973,1973,2008,135000
Wd Sdng,30,OldTown,4,TA,Fa,1,4,NA,0,1941,NA,2006,52500
VinylSd,60,CollgCr,7,Gd,Ex,2,8,RFn,2,2002,2002,2006,200000
MetalSd,20,CollgCr,5,TA,Ex,1,5,RFn,1,1972,1972,2006,128500
MetalSd,20,NAmes,4,TA,TA,1,5,Unf,4,1971,1974,2007,123000
VinylSd,20,SawyerW,6,Gd,Ex,1,6,Unf,2,2003,2004,2008,155000
VinylSd,60,CollgCr,8,Gd,Ex,2,7,RFn,2,2002,2002,2007,228500
BrkFace,50,Crawfor,6,TA,Gd,1,9,Unf,2,1928,1929,2009,177000
VinylSd,60,CollgCr,7,Gd,Ex,2,8,Fin,2,2006,2006,2007,155835
MetalSd,30,OldTown,4,TA,Gd,1,5,Unf,1,1920,1997,2007,108500
BrkFace,20,NWAmes,7,TA,TA,2,9,RFn,2,1968,1968,2006,262500
VinylSd,20,Timber,8,Ex,Ex,2,7,Fin,3,2006,2006,2007,283463
VinylSd,20,SawyerW,7,Gd,Ex,2,5,RFn,2,1998,1998,2007,215000
MetalSd,70,OldTown,8,TA,Fa,2,8,NA,0,1872,NA,2008,122000
MetalSd,90,NAmes,5,TA,TA,2,12,Unf,4,1969,1969,2009,200000
HdBoard,60,NAmes,6,TA,Ex,1,8,Fin,2,1962,1962,2008,171000
MetalSd,50,BrkSide,6,TA,TA,1,4,Unf,2,1937,1999,2009,134900
VinylSd,50,NoRidge,8,Gd,Ex,2,9,Fin,3,1995,1996,2010,410000
VinylSd,60,CollgCr,7,Gd,Ex,2,7,RFn,3,2000,2000,2008,235000
MetalSd,80,NWAmes,7,TA,Gd,3,8,RFn,2,1968,1968,2006,170000
HdBoard,20,NAmes,5,TA,TA,1,5,RFn,1,1966,1966,2008,110000
VinylSd,20,NAmes,5,TA,Ex,1,6,Fin,2,1971,1971,2010,149900
MetalSd,160,Somerst,6,Gd,Ex,2,5,Unf,2,2000,2000,2010,177500
VinylSd,20,NridgHt,9,Ex,Ex,2,8,Fin,3,2004,2004,2006,315000
MetalSd,70,SWISU,5,TA,Ex,3,8,RFn,2,1921,1998,2008,189000
VinylSd,20,StoneBr,7,Ex,Ex,2,7,Fin,2,2005,2005,2009,260000
VinylSd,50,NAmes,4,TA,Gd,2,7,Unf,1,1920,1920,2009,104900
VinylSd,60,Gilbert,6,Gd,Ex,2,6,Fin,2,2006,2007,2007,156932
MetalSd,160,Somerst,7,Gd,Ex,2,4,RFn,2,2005,2005,2006,144152
VinylSd,60,Somerst,7,Gd,Ex,2,7,RFn,2,2000,2000,2010,216000
VinylSd,60,CollgCr,7,Gd,Ex,2,7,RFn,2,1999,1999,2008,193000
CemntBd,160,MeadowV,5,TA,Ex,2,6,RFn,1,1977,1977,2006,127000
VinylSd,120,CollgCr,6,Gd,Ex,1,4,Fin,2,2003,2003,2009,144000
VinylSd,20,CollgCr,8,Gd,Ex,2,8,Fin,2,2003,2003,2010,232000
CBlock,50,OldTown,4,TA,Ex,1,6,Fin,1,1920,1967,2009,105000
AsbShng,80,NAmes,6,TA,Gd,1,8,RFn,1,1955,1955,2008,165500
VinylSd,60,CollgCr,7,Gd,Ex,2,8,RFn,2,1998,1998,2006,274300
VinylSd,20,NoRidge,10,Ex,Ex,2,8,RFn,3,2001,2001,2007,466500
CemntBd,60,Somerst,7,Gd,Ex,2,9,Fin,3,2005,2005,2008,250000
VinylSd,20,Timber,8,Gd,Ex,2,7,Fin,3,2007,2007,2007,239000
Wd Sdng,30,SWISU,6,Gd,TA,1,4,Unf,1,1930,1925,2008,91000
Wd Sdng,50,Edwards,5,TA,Ex,2,6,Unf,2,1941,1977,2009,117000
HdBoard,160,BrDale,6,TA,TA,1,5,Unf,1,1973,1973,2006,83000
VinylSd,80,Timber,5,Gd,Gd,2,7,Fin,2,2006,2007,2008,167500
Stucco,30,Edwards,3,TA,TA,1,5,Unf,1,1914,1938,2010,58500
BrkFace,20,NAmes,6,TA,Ex,2,7,Fin,2,1970,1970,2008,237500
Wd Sdng,70,OldTown,7,Fa,Ex,1,8,Unf,2,1920,1989,2006,157000
Wd Sdng,30,Sawyer,5,TA,Ex,2,7,Unf,2,1918,2007,2007,112000
WdShing,50,Edwards,6,TA,TA,1,6,Unf,1,1939,1939,2009,105000
VinylSd,50,IDOTRR,4,TA,Gd,1,7,Unf,1,1922,1922,2010,125500
Plywood,60,NWAmes,7,Gd,TA,3,12,RFn,2,1978,1978,2006,250000
Stucco,50,OldTown,6,TA,TA,2,10,Unf,1,1916,1916,2007,136000
VinylSd,20,Gilbert,9,Ex,Ex,2,7,Fin,3,2006,2006,2009,377500
Wd Sdng,50,BrkSide,6,TA,Ex,1,6,Unf,2,1941,2003,2007,131000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2000,2000,2006,235000
Plywood,90,NAmes,5,TA,TA,2,8,Unf,3,1967,1967,2009,124000
HdBoard,85,NAmes,5,TA,TA,1,6,RFn,1,1967,1967,2006,123000
Wd Sdng,190,OldTown,6,Fa,Ex,2,7,Unf,2,1905,2003,2008,163000
VinylSd,120,Blmngtn,7,Gd,Ex,2,6,Fin,3,2006,2006,2006,246578
VinylSd,60,Timber,8,Gd,Ex,2,9,Fin,3,2005,2005,2007,281213
Wd Sdng,20,Timber,5,TA,TA,1,7,Unf,2,1948,1966,2010,160000
MetalSd,70,BrkSide,5,TA,Ex,1,8,Unf,1,1920,1933,2007,137500
VinylSd,50,NAmes,5,TA,Gd,1,7,Unf,1,1950,1950,2009,138000
WdShing,50,SWISU,6,TA,Ex,2,7,Unf,1,1925,1925,2009,137450
WdShing,50,BrkSide,6,TA,TA,1,5,RFn,1,1929,1929,2008,120000
VinylSd,60,Gilbert,6,TA,Ex,2,8,Fin,2,2004,2004,2008,193000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2006,2006,2006,193879
VinylSd,20,Somerst,8,Gd,Ex,2,6,Unf,3,2007,2007,2007,282922
Wd Sdng,50,OldTown,3,TA,TA,1,6,Unf,3,1915,1998,2006,105000
CemntBd,120,Crawfor,8,Ex,Ex,2,5,Fin,2,2004,2004,2008,275000
HdBoard,85,CollgCr,5,Gd,TA,1,5,Unf,2,1972,1988,2009,133000
HdBoard,20,Mitchel,5,TA,Ex,1,5,NA,0,1985,NA,2009,112000
VinylSd,70,OldTown,4,Fa,Gd,1,6,Unf,2,1910,1966,2010,125500
Plywood,60,NWAmes,7,Gd,Gd,2,7,Fin,2,1986,1986,2008,215000
VinylSd,60,CollgCr,7,Gd,Ex,2,6,RFn,2,2001,2001,2009,230000
VinylSd,50,NAmes,6,TA,Ex,1,6,Unf,1,1950,1950,2009,140000
BrkFace,90,NAmes,4,NA,Fa,2,6,Unf,2,1949,1956,2009,90000
VinylSd,20,SawyerW,8,Gd,Ex,2,7,Fin,2,2005,2005,2009,257000
Wd Sdng,50,BrkSide,6,TA,Gd,1,8,Unf,2,1923,1922,2008,207000
VinylSd,120,Blmngtn,7,Gd,Ex,2,7,RFn,3,2007,2007,2009,175900
VinylSd,190,OldTown,4,TA,Gd,2,11,Unf,2,1885,1971,2010,122500
VinylSd,60,NoRidge,8,Gd,Ex,2,7,Fin,3,1998,1998,2009,340000
HdBoard,20,NAmes,5,TA,TA,1,6,Unf,1,1963,1962,2008,124000
Plywood,20,Crawfor,6,TA,Gd,2,7,RFn,2,1969,1969,2006,223000
HdBoard,60,NWAmes,6,TA,Gd,2,7,RFn,2,1968,1968,2006,179900
Plywood,120,NPkVill,6,Gd,TA,2,4,RFn,2,1977,1977,2010,127500
VinylSd,120,CollgCr,6,Gd,Ex,1,3,Fin,2,2003,2003,2008,136500
Plywood,80,Edwards,6,Gd,TA,2,8,Unf,2,1966,1966,2006,274970
HdBoard,20,NAmes,5,TA,TA,1,6,Unf,1,1958,1970,2007,144000
HdBoard,20,NAmes,6,TA,Ex,1,7,Unf,2,1959,1960,2008,142000
VinylSd,60,NoRidge,7,Gd,Ex,2,5,RFn,2,1994,1994,2008,271000
MetalSd,50,NAmes,5,TA,TA,1,6,Unf,1,1945,1962,2008,140000
MetalSd,30,OldTown,5,TA,TA,1,4,Unf,1,1940,1940,2010,119000
MetalSd,20,NWAmes,6,Gd,Ex,2,7,Fin,2,1981,1981,2007,182900
VinylSd,60,Gilbert,5,Gd,Ex,2,7,Fin,2,2005,2005,2006,192140
Plywood,120,NPkVill,6,Gd,TA,2,5,RFn,2,1976,1976,2009,143750
Wd Sdng,30,OldTown,4,TA,TA,2,5,Unf,1,1927,1928,2007,64500
VinylSd,60,Gilbert,6,Gd,Ex,2,8,Fin,2,2000,2000,2008,186500
BrkFace,20,Mitchel,5,TA,Fa,2,5,RFn,2,1977,1977,2006,160000
Wd Sdng,20,NAmes,6,TA,TA,1,7,RFn,2,1962,1962,2008,174000
HdBoard,20,NAmes,4,TA,TA,1,5,Unf,2,1971,1974,2007,120500
VinylSd,20,NridgHt,8,Ex,Ex,2,7,Fin,3,2008,2008,2008,394617
MetalSd,20,OldTown,6,TA,TA,1,6,Unf,2,1957,1957,2010,149700
HdBoard,60,NWAmes,7,TA,TA,2,6,RFn,2,1979,1979,2007,197000
MetalSd,70,Crawfor,6,Ex,Fa,2,11,Fin,2,1922,1993,2008,191000
VinylSd,120,CollgCr,6,Gd,Ex,1,3,RFn,2,2004,2004,2008,149300
VinylSd,60,Somerst,10,Ex,Ex,2,10,Fin,3,2008,2008,2009,310000
Wd Sdng,30,BrkSide,6,TA,Fa,1,4,Unf,1,1916,1916,2009,121000
VinylSd,20,CollgCr,7,Gd,Ex,2,7,RFn,2,2004,2004,2007,179600
VinylSd,85,Sawyer,6,TA,Gd,1,6,Unf,1,1966,1990,2007,129000
HdBoard,20,Mitchel,5,TA,TA,1,6,Unf,1,1962,1962,2010,157900
VinylSd,60,CollgCr,8,Gd,Ex,2,8,RFn,2,1995,1995,2007,240000
MetalSd,50,Edwards,4,Fa,Gd,1,6,Unf,1,1910,1950,2007,112000
CemntBd,180,MeadowV,5,Gd,Ex,1,3,NA,0,1970,NA,2006,92000
VinylSd,90,NAmes,5,Gd,TA,2,8,NA,0,1974,NA,2009,136000
CemntBd,20,Somerst,8,Gd,Ex,2,7,Fin,3,2008,2008,2009,287090
VinylSd,180,Edwards,5,Gd,Gd,1,5,Fin,2,2005,2005,2006,145000
VinylSd,20,Mitchel,5,Gd,Ex,1,6,NA,0,2006,NA,2006,84500
VinylSd,20,Somerst,7,Gd,Ex,2,6,RFn,2,2004,2004,2009,185000
VinylSd,60,Gilbert,6,Gd,Ex,2,7,RFn,2,1999,1999,2007,175000
Plywood,20,NWAmes,6,Gd,TA,2,7,Unf,2,1978,1978,2010,210000
CemntBd,70,Crawfor,7,TA,Ex,2,9,RFn,1,1941,1941,2010,266500
MetalSd,20,NAmes,5,TA,Gd,1,5,Unf,1,1950,1950,2010,142125
HdBoard,20,Edwards,5,TA,Gd,1,6,Fin,1,1965,1965,2008,147500
