OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
8,Somerst,2,Gd,Gd,Gd,610,3,RFn,3,Attchd,PConc,Gd,8,60,2,Ex,Unf,1,CemntBd,CmentBd,None,2466,FV,5,2Story,No,Normal,WD,TA,886,1580,IR1,TA,Y,0,102,nonappli,SBrkr,214,SBrkr
6,NAmes,2,TA,Gd,TA,440,1,RFn,44,Attchd,CBlock,Gd,7,50,25,TA,Rec,1,Wd Sdng,Wd Sdng,None,1734,RL,7,1.5Fin,No,Normal,WD,TA,649,912,IR1,TA,Y,1,77,GdPrv,SBrkr,0,SBrkr
6,BrkSide,1,TA,TA,TA,208,1,RFn,79,BuiltIn,BrkTil,Gd,5,50,58,TA,Unf,1,WdShing,Wd Shng,None,1158,RM,7,1.5Fin,No,Normal,WD,TA,208,862,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
5,Mitchel,2,nonappli,TA,TA,336,1,Unf,49,Attchd,Slab,TA,9,20,3,TA,nonappli,1,HdBoard,HdBoard,BrkFace,1771,RL,4,1Story,nonappli,Normal,WD,TA,0,0,Reg,TA,Y,0,100,GdPrv,SBrkr,0,SBrkr
6,NPkVill,2,Gd,TA,TA,440,2,RFn,30,Attchd,CBlock,TA,5,120,31,TA,ALQ,1,Plywood,Plywood,None,958,RL,5,1Story,No,Normal,WD,TA,0,1078,IR1,TA,Y,0,313,nonappli,SBrkr,205,SBrkr
9,NridgHt,3,Ex,Gd,Ex,774,2,Unf,0,Attchd,PConc,Gd,9,20,0,Ex,GLQ,1,CemntBd,CmentBd,BrkFace,1828,RL,5,1Story,Av,Partial,New,TA,0,1822,Reg,TA,Y,0,90,nonappli,SBrkr,108,SBrkr
5,Edwards,1,TA,TA,TA,281,1,Unf,60,Attchd,CBlock,Gd,8,50,1,Gd,LwQ,1,Wd Sdng,Wd Sdng,None,1716,RL,4,1.5Fin,No,Normal,WD,TA,568,768,Reg,TA,Y,1,60,nonappli,SBrkr,0,SBrkr
9,NridgHt,3,Ex,Ex,Ex,858,2,Fin,0,Attchd,PConc,Gd,11,60,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,2713,RL,5,2Story,Av,Partial,New,TA,1237,1452,IR1,TA,Y,1,67,nonappli,SBrkr,66,SBrkr
6,BrkSide,1,TA,TA,TA,560,1,Unf,29,Detchd,BrkTil,Gd,6,50,57,TA,LwQ,1,Wd Sdng,Wd Sdng,None,1367,RM,6,1.5Fin,No,Normal,WD,TA,408,884,Reg,TA,Y,0,52,nonappli,FuseA,0,FuseA
7,OldTown,1,TA,Ex,Gd,164,1,Unf,94,Attchd,PConc,Gd,7,70,4,Ex,ALQ,1,Stucco,Stucco,None,1826,RM,8,2Story,No,Normal,WD,Fa,910,910,Reg,Fa,Y,1,50,nonappli,SBrkr,0,SBrkr
6,CollgCr,2,Gd,Gd,Gd,521,2,RFn,12,Attchd,PConc,nonappli,6,20,12,Ex,ALQ,0,VinylSd,VinylSd,None,1200,RL,5,1Story,No,Normal,WD,TA,0,1200,IR2,TA,Y,0,105,nonappli,SBrkr,26,SBrkr
5,OldTown,2,TA,TA,TA,660,1,Unf,16,Detchd,CBlock,nonappli,7,50,57,TA,Rec,0,MetalSd,MetalSd,None,1382,RM,6,1.5Fin,No,Normal,WD,TA,0,720,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
6,Gilbert,2,Gd,Gd,TA,400,2,Fin,3,Attchd,PConc,nonappli,8,60,3,Ex,Unf,0,VinylSd,VinylSd,None,1456,RL,5,2Story,No,Normal,WD,TA,728,728,IR1,TA,Y,1,51,nonappli,SBrkr,24,SBrkr
8,NoRidge,3,Gd,Gd,Gd,711,2,RFn,15,Attchd,PConc,TA,8,60,4,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2448,RL,7,2Story,No,Normal,WD,TA,762,1629,IR2,TA,Y,1,52,nonappli,SBrkr,76,SBrkr
5,SWISU,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,PConc,nonappli,7,70,58,TA,Unf,0,MetalSd,MetalSd,None,1964,RH,6,2Story,Av,Abnorml,WD,nonappli,940,940,Reg,nonappli,N,1,55,nonappli,FuseA,192,FuseA
6,NAmes,2,Gd,TA,TA,504,1,RFn,44,Attchd,CBlock,nonappli,6,20,44,Ex,Rec,0,HdBoard,HdBoard,Stone,1092,RL,7,1Story,No,Normal,WD,Gd,0,1092,Reg,TA,Y,0,75,MnPrv,SBrkr,0,SBrkr
5,NAmes,1,TA,Gd,Gd,264,1,Unf,59,Attchd,CBlock,Gd,5,20,2,Gd,ALQ,1,MetalSd,MetalSd,None,1113,RL,7,1Story,No,Normal,WD,TA,0,1113,Reg,TA,Y,0,80,nonappli,SBrkr,80,SBrkr
4,NAmes,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,Po,5,20,39,TA,ALQ,1,HdBoard,HdBoard,None,864,RL,5,1Story,No,Normal,ConLI,nonappli,0,864,Reg,nonappli,Y,0,70,nonappli,SBrkr,0,SBrkr
7,Gilbert,2,TA,Gd,TA,442,2,Fin,11,Attchd,PConc,TA,7,60,11,Gd,Unf,1,VinylSd,VinylSd,None,1804,RL,5,2Story,No,Normal,WD,TA,776,994,Reg,TA,Y,1,60,nonappli,SBrkr,60,SBrkr
5,Mitchel,2,TA,TA,TA,576,2,Unf,40,Attchd,CBlock,nonappli,8,90,40,TA,Unf,0,HdBoard,Plywood,None,1632,RL,4,1Story,Av,Normal,WD,TA,0,1632,Reg,TA,Y,0,100,nonappli,SBrkr,0,SBrkr
6,NWAmes,2,TA,TA,TA,624,2,RFn,34,Attchd,CBlock,TA,9,60,11,TA,ALQ,1,HdBoard,HdBoard,None,2614,RL,7,2Story,No,Normal,WD,TA,1066,1522,Reg,TA,Y,1,90,nonappli,SBrkr,243,SBrkr
7,NridgHt,2,Gd,Gd,Gd,626,2,RFn,1,Attchd,PConc,Gd,6,120,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,1314,RL,5,1Story,No,Normal,WD,TA,0,1314,IR1,TA,Y,0,34,nonappli,SBrkr,62,SBrkr
7,NoRidge,2,Gd,Gd,Gd,564,2,RFn,18,Attchd,PConc,TA,8,60,18,Ex,GLQ,1,HdBoard,HdBoard,None,1923,RL,5,2Story,No,Normal,WD,TA,862,750,IR1,TA,Y,1,107,nonappli,SBrkr,39,SBrkr
7,CollgCr,2,Gd,Gd,Gd,606,2,RFn,6,Attchd,PConc,nonappli,7,20,5,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1484,RL,5,1Story,Av,Normal,WD,TA,0,1473,Reg,TA,Y,0,70,nonappli,SBrkr,35,SBrkr
4,BrkSide,0,TA,Fa,Fa,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,5,30,59,Gd,LwQ,0,VinylSd,VinylSd,None,708,RL,7,1Story,No,Normal,WD,nonappli,0,420,Reg,nonappli,Y,0,50,nonappli,SBrkr,0,SBrkr
8,NridgHt,3,Ex,Ex,Gd,856,2,Fin,5,Attchd,PConc,Gd,7,20,4,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1713,RL,5,1Story,Av,Normal,WD,TA,0,1713,Reg,TA,Y,0,76,nonappli,SBrkr,26,SBrkr
5,NAmes,1,TA,TA,TA,308,1,Unf,44,Detchd,CBlock,Fa,6,20,48,TA,BLQ,1,BrkFace,Wd Sdng,None,1269,RL,6,1Story,No,Normal,WD,TA,0,1269,Reg,TA,Y,1,70,nonappli,FuseA,0,FuseA
8,Somerst,3,Ex,Ex,Gd,1134,1,Fin,1,Attchd,PConc,Ex,8,20,0,Ex,GLQ,1,VinylSd,VinylSd,None,2097,RL,5,1Story,Mn,Partial,New,TA,0,2077,IR2,TA,Y,1,49,nonappli,SBrkr,267,SBrkr
5,CollgCr,1,TA,TA,TA,288,1,RFn,34,Attchd,CBlock,nonappli,5,20,34,Ex,Rec,0,MetalSd,MetalSd,None,864,RL,7,1Story,Mn,Normal,WD,TA,0,864,IR1,TA,Y,0,120,nonappli,SBrkr,0,SBrkr
9,NridgHt,3,Ex,Ex,Ex,836,2,Fin,1,Attchd,PConc,Gd,10,60,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,2184,RL,5,2Story,Av,Normal,WD,TA,1054,1104,IR1,TA,Y,1,96,nonappli,SBrkr,102,SBrkr
8,NoRidge,3,Gd,Gd,Gd,757,2,RFn,12,Attchd,PConc,Fa,5,20,11,Ex,GLQ,1,ImStucc,ImStucc,None,1624,RL,5,1Story,No,Normal,WD,TA,0,1624,Reg,TA,Y,0,89,GdPrv,SBrkr,114,SBrkr
5,Sawyer,1,TA,TA,TA,384,1,Unf,43,Detchd,CBlock,nonappli,5,20,43,Ex,Rec,0,HdBoard,HdBoard,None,1040,RL,5,1Story,No,Normal,WD,TA,0,1040,Reg,TA,Y,0,70,nonappli,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,434,2,Fin,9,BuiltIn,PConc,Gd,8,60,9,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2035,RL,5,2Story,No,Normal,WD,TA,1151,884,IR1,TA,Y,1,313,nonappli,SBrkr,48,SBrkr
8,Veenker,2,Gd,Ex,Gd,481,1,Fin,11,Attchd,PConc,Gd,6,120,10,Ex,LwQ,1,BrkFace,BrkFace,None,1494,RL,5,1Story,Av,Normal,WD,TA,0,1494,IR1,TA,Y,1,30,nonappli,SBrkr,30,SBrkr
7,NridgHt,2,Gd,Gd,Gd,626,2,RFn,1,Attchd,PConc,Gd,6,120,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,1314,RL,5,1Story,No,Normal,ConLw,TA,0,1314,Reg,TA,Y,0,34,nonappli,SBrkr,62,SBrkr
6,NWAmes,2,TA,TA,Gd,539,1,Unf,39,Attchd,CBlock,Gd,7,60,39,Gd,ALQ,1,HdBoard,AsphShn,BrkFace,1743,RL,6,2Story,No,Normal,WD,TA,702,702,Reg,TA,Y,2,90,nonappli,SBrkr,0,SBrkr
7,SawyerW,3,Ex,Gd,Gd,833,2,RFn,16,Attchd,PConc,TA,8,60,16,Ex,BLQ,1,HdBoard,HdBoard,None,2127,RL,5,2Story,Mn,Normal,WD,TA,1215,1104,IR1,TA,Y,1,103,GdPrv,SBrkr,192,SBrkr
5,SWISU,0,TA,Fa,TA,0,2,nonappli,-9.22E+18,nonappli,PConc,nonappli,9,190,8,Ex,Rec,0,VinylSd,VinylSd,None,1716,RL,6,2Story,No,Normal,WD,nonappli,780,780,Reg,nonappli,N,0,55,nonappli,SBrkr,184,SBrkr
7,NridgHt,2,Gd,Gd,Gd,484,2,RFn,0,Attchd,PConc,Gd,6,120,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,1358,RL,5,1Story,Mn,Partial,New,TA,0,1358,IR1,TA,Y,0,44,nonappli,SBrkr,35,SBrkr
7,Gilbert,2,Gd,TA,TA,400,2,RFn,7,BuiltIn,PConc,TA,8,80,7,Ex,Unf,1,VinylSd,VinylSd,None,1430,RL,5,SLvl,No,Normal,WD,TA,656,384,IR1,TA,Y,1,76,nonappli,SBrkr,0,SBrkr
7,Somerst,2,Gd,Gd,Gd,400,2,RFn,5,Attchd,PConc,nonappli,6,20,4,Ex,GLQ,0,VinylSd,VinylSd,None,1221,FV,5,1Story,No,Normal,WD,TA,0,1221,Reg,TA,Y,0,62,nonappli,SBrkr,113,SBrkr
7,Somerst,2,Gd,Gd,Gd,615,2,Fin,6,BuiltIn,PConc,Gd,8,60,5,Ex,Unf,1,VinylSd,VinylSd,None,2094,FV,5,2Story,No,Normal,WD,TA,1182,912,Reg,TA,Y,1,75,nonappli,SBrkr,182,SBrkr
5,Sawyer,1,TA,TA,TA,360,1,Unf,44,Detchd,CBlock,Po,5,20,44,Gd,Rec,1,MetalSd,MetalSd,None,864,RL,5,1Story,No,Normal,WD,TA,0,864,IR1,TA,Y,0,60,GdWo,SBrkr,0,SBrkr
5,NAmes,2,TA,Ex,TA,750,1,RFn,8,2Types,CBlock,nonappli,6,20,15,TA,Rec,0,Plywood,Plywood,BrkFace,1053,RL,7,1Story,No,Abnorml,WD,TA,0,1008,Reg,TA,Y,1,69,MnWw,FuseA,80,FuseA
5,Sawyer,2,Gd,TA,TA,611,2,Fin,32,Basment,CBlock,TA,6,85,26,TA,ALQ,2,HdBoard,HdBoard,None,1701,RL,5,SFoyer,Gd,Normal,WD,TA,0,1390,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,308,1,RFn,49,Attchd,CBlock,nonappli,6,20,15,Fa,Rec,0,Wd Sdng,Wd Sdng,None,1056,RL,6,1Story,No,Normal,WD,TA,0,1056,Reg,TA,Y,0,70,nonappli,SBrkr,0,SBrkr
3,OldTown,1,TA,TA,TA,220,1,Unf,51,Attchd,CBlock,nonappli,6,20,1,Ex,ALQ,0,VinylSd,VinylSd,None,1163,RM,8,1Story,No,Normal,WD,TA,0,1162,Reg,Fa,Y,0,49,nonappli,SBrkr,98,SBrkr
7,Somerst,2,Gd,Gd,Gd,562,2,RFn,1,Attchd,PConc,nonappli,7,60,1,Ex,Unf,0,CemntBd,CmentBd,None,1665,FV,6,2Story,No,Normal,WD,TA,843,813,Reg,TA,Y,1,65,nonappli,SBrkr,0,SBrkr
6,Edwards,2,TA,Gd,TA,528,1,Unf,4,Detchd,BrkTil,nonappli,7,50,9,Gd,Unf,0,Wd Sdng,Wd Sdng,None,1196,RL,8,1.5Fin,Mn,Normal,ConLI,TA,512,684,Reg,TA,Y,0,67,GdPrv,SBrkr,46,SBrkr
9,NridgHt,3,Ex,Ex,Ex,820,3,Fin,0,BuiltIn,PConc,Gd,11,60,0,Ex,Unf,2,VinylSd,VinylSd,Stone,3140,RL,5,2Story,No,Partial,New,TA,1174,1926,Reg,TA,Y,1,104,nonappli,SBrkr,78,SBrkr
7,NWAmes,2,TA,TA,TA,530,2,Unf,38,Attchd,PConc,Gd,7,20,38,Gd,Unf,1,Plywood,Plywood,BrkFace,1682,RL,6,1Story,No,Normal,WD,TA,0,1304,Reg,TA,Y,0,80,MnPrv,SBrkr,0,SBrkr
5,Edwards,2,Gd,TA,TA,525,1,Fin,1,Basment,PConc,nonappli,5,180,1,Gd,GLQ,0,VinylSd,VinylSd,BrkFace,1072,RM,5,SLvl,Gd,Normal,WD,TA,0,547,Reg,TA,Y,0,35,nonappli,SBrkr,28,SBrkr
7,Somerst,2,Gd,Gd,TA,614,2,Unf,1,Attchd,PConc,nonappli,7,60,1,Ex,GLQ,0,VinylSd,VinylSd,None,1547,FV,5,2Story,Mn,Normal,Con,TA,783,756,Reg,TA,Y,1,72,nonappli,SBrkr,45,SBrkr
9,Somerst,3,Ex,Ex,Ex,788,2,Fin,1,Attchd,PConc,Gd,8,20,1,Ex,Unf,1,VinylSd,ImStucc,Stone,1905,RL,5,1Story,No,Normal,WD,TA,0,1905,IR1,TA,Y,0,84,nonappli,SBrkr,191,SBrkr
7,CollgCr,2,Gd,Gd,Gd,550,2,RFn,13,Attchd,PConc,TA,6,60,13,Ex,GLQ,1,VinylSd,VinylSd,None,1661,RL,6,2Story,Av,Normal,ConLw,TA,834,799,IR2,TA,Y,1,43,nonappli,SBrkr,61,SBrkr
6,NAmes,2,TA,TA,TA,520,1,RFn,44,Attchd,CBlock,nonappli,6,80,44,TA,GLQ,0,Plywood,Wd Sdng,BrkFace,1350,RL,5,SLvl,Gd,Normal,WD,TA,0,1248,Reg,TA,Y,1,82,GdPrv,SBrkr,0,SBrkr
6,SawyerW,2,Gd,Gd,Gd,462,2,RFn,18,Attchd,PConc,TA,8,60,18,Ex,Unf,1,Wd Sdng,Wd Sdng,None,1845,RL,5,2Story,No,Normal,WD,TA,790,1055,Reg,TA,Y,1,70,GdPrv,SBrkr,104,SBrkr
5,Sawyer,1,TA,TA,TA,300,1,RFn,50,BuiltIn,CBlock,nonappli,6,80,21,TA,Unf,0,MetalSd,MetalSd,None,1601,RL,6,SLvl,No,Normal,WD,TA,580,533,Reg,TA,Y,0,85,nonappli,SBrkr,34,SBrkr
6,Gilbert,2,Gd,TA,TA,409,2,Fin,11,Attchd,PConc,TA,6,60,10,Gd,ALQ,1,HdBoard,HdBoard,None,1498,RL,5,2Story,No,Normal,WD,TA,807,691,IR2,TA,Y,1,313,nonappli,SBrkr,44,SBrkr
7,Somerst,2,Gd,Gd,Gd,678,2,RFn,6,Attchd,PConc,Gd,8,60,5,Ex,GLQ,1,VinylSd,VinylSd,None,1947,FV,5,2Story,No,Normal,WD,TA,956,991,Reg,TA,Y,1,100,GdWo,SBrkr,136,SBrkr
5,NAmes,1,TA,TA,TA,260,1,Unf,53,Attchd,CBlock,nonappli,6,20,53,TA,ALQ,0,Wd Sdng,Wd Sdng,BrkFace,1098,RL,7,1Story,No,Normal,WD,TA,0,1098,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,NAmes,2,Gd,TA,TA,460,1,Unf,39,Attchd,CBlock,nonappli,6,20,39,Gd,ALQ,0,HdBoard,HdBoard,None,1054,RL,8,1Story,No,Normal,WD,TA,0,1054,Reg,TA,Y,1,65,nonappli,SBrkr,0,SBrkr
5,OldTown,1,TA,TA,TA,288,1,Fin,51,Attchd,CBlock,nonappli,5,20,51,Gd,Rec,0,BrkFace,BrkFace,None,928,RM,6,1Story,No,Normal,WD,TA,0,928,Reg,TA,Y,0,50,nonappli,FuseA,0,FuseA
7,BrkSide,1,TA,TA,TA,240,2,Unf,83,Detchd,PConc,nonappli,8,50,58,Ex,Rec,0,Wd Sdng,Wd Sdng,None,1820,RL,6,1.5Fin,No,Normal,WD,TA,687,1026,Reg,TA,Y,0,60,GdPrv,SBrkr,100,SBrkr
7,SWISU,2,TA,TA,TA,672,2,Fin,39,Basment,BrkTil,TA,12,75,39,Ex,GLQ,2,Wd Sdng,Plywood,None,3082,RL,3,2.5Fin,No,Normal,WD,TA,998,824,Reg,TA,Y,1,102,nonappli,SBrkr,63,SBrkr
4,ClearCr,1,TA,TA,TA,304,1,Unf,52,Attchd,CBlock,TA,8,50,20,Ex,Unf,2,Wd Sdng,Wd Sdng,None,1788,RL,5,1.5Fin,Av,Normal,WD,TA,684,1104,Reg,TA,Y,0,313,nonappli,FuseA,0,FuseA
5,OldTown,1,TA,TA,TA,280,1,Unf,53,Detchd,BrkTil,nonappli,4,30,3,TA,ALQ,0,MetalSd,Stucco,None,1022,RM,4,1Story,No,Normal,WD,TA,0,1022,Reg,TA,N,0,60,nonappli,SBrkr,30,SBrkr
7,CollgCr,2,Gd,Gd,Gd,508,2,RFn,2,Attchd,PConc,nonappli,6,20,0,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1274,RL,5,1Story,No,Partial,New,TA,0,1274,Reg,TA,Y,0,68,nonappli,SBrkr,98,SBrkr
9,StoneBr,3,Gd,Ex,Gd,656,2,Fin,3,BuiltIn,PConc,Gd,11,60,1,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2504,RL,5,2Story,No,Normal,WD,TA,1370,1122,IR1,TA,Y,1,77,nonappli,SBrkr,39,SBrkr
9,CollgCr,3,Ex,Ex,Gd,736,2,Fin,9,Attchd,PConc,Ex,8,60,9,Ex,GLQ,2,VinylSd,VinylSd,BrkFace,2153,RL,5,2Story,Mn,Normal,WD,TA,677,1440,Reg,TA,Y,1,313,nonappli,SBrkr,142,SBrkr
8,CollgCr,2,Gd,Gd,Gd,577,2,RFn,6,Attchd,PConc,Gd,7,60,6,Ex,GLQ,1,VinylSd,VinylSd,None,2031,RL,5,2Story,No,Normal,WD,TA,903,1128,Reg,TA,Y,1,75,nonappli,SBrkr,211,SBrkr
6,BrkSide,2,TA,TA,TA,520,1,Unf,67,Detchd,PConc,Gd,8,70,57,Ex,Unf,1,Wd Sdng,Wd Sdng,None,1824,RL,6,2Story,No,Normal,WD,TA,764,764,Reg,TA,Y,0,60,GdPrv,FuseA,0,FuseA
5,NAmes,1,TA,TA,TA,275,1,RFn,52,Attchd,CBlock,Gd,4,20,52,Gd,BLQ,1,BrkFace,BrkFace,None,1008,RL,6,1Story,No,Normal,WD,TA,0,1008,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,Crawfor,1,TA,Gd,TA,352,1,Unf,17,Detchd,PConc,Gd,4,30,5,TA,LwQ,1,WdShing,Stucco,None,694,RL,6,1Story,No,Normal,WD,TA,0,440,Reg,Gd,N,0,40,MnPrv,SBrkr,0,SBrkr
6,Mitchel,2,TA,TA,TA,574,2,Unf,30,Attchd,CBlock,nonappli,8,90,30,TA,Rec,0,Plywood,Plywood,None,1728,RL,5,1Story,Gd,Normal,WD,TA,0,1728,IR1,TA,Y,0,55,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,472,2,RFn,7,Attchd,PConc,nonappli,6,20,7,Ex,ALQ,0,VinylSd,VinylSd,BrkFace,1588,RL,5,1Story,Av,Normal,WD,TA,0,1588,IR1,TA,Y,0,78,nonappli,SBrkr,29,SBrkr
5,Sawyer,2,Gd,TA,TA,528,1,Unf,53,Detchd,CBlock,Gd,5,20,14,TA,ALQ,1,Wd Sdng,Wd Sdng,BrkFace,1392,RL,6,1Story,No,Normal,WD,TA,0,1392,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
10,NoRidge,3,Ex,Ex,Gd,813,3,Fin,11,Attchd,PConc,TA,10,60,11,Ex,GLQ,2,Wd Sdng,ImStucc,None,4476,RL,5,2Story,Av,Abnorml,WD,TA,2065,2396,IR1,TA,Y,1,160,MnPrv,SBrkr,78,SBrkr
7,NWAmes,2,Gd,TA,TA,534,2,RFn,30,Attchd,CBlock,Gd,8,60,30,TA,Unf,1,WdShing,Plywood,None,1969,RL,6,2Story,No,Normal,WD,TA,808,808,Reg,TA,Y,1,92,nonappli,SBrkr,0,SBrkr
7,Blmngtn,2,Gd,Gd,Gd,457,2,Fin,4,Attchd,PConc,Gd,7,120,3,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1504,RL,5,1Story,No,Normal,WD,TA,0,1346,Reg,TA,Y,0,43,nonappli,SBrkr,0,SBrkr
5,Edwards,1,TA,TA,TA,350,1,Unf,51,Attchd,CBlock,nonappli,5,20,51,TA,Unf,0,BrkComm,Brk Cmn,None,1276,RL,3,1Story,No,Abnorml,COD,TA,0,1276,Reg,TA,Y,0,68,nonappli,FuseA,0,FuseA
9,CollgCr,2,Ex,Ex,Gd,702,2,Fin,2,Attchd,PConc,nonappli,7,20,2,Ex,Unf,0,VinylSd,VinylSd,None,1800,RL,5,1Story,No,Normal,WD,TA,0,1800,IR1,TA,Y,0,122,nonappli,SBrkr,136,SBrkr
6,Edwards,0,Gd,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,5,90,17,TA,GLQ,0,HdBoard,HdBoard,BrkFace,816,RL,5,SFoyer,Av,Normal,WD,nonappli,0,816,Reg,nonappli,Y,0,81,nonappli,SBrkr,32,SBrkr
5,NAmes,2,nonappli,TA,TA,625,1,Unf,56,Detchd,CBlock,nonappli,5,20,56,TA,nonappli,0,Wd Sdng,Wd Sdng,None,1040,RL,7,1Story,nonappli,Normal,WD,TA,0,0,Reg,TA,Y,0,60,nonappli,FuseF,0,FuseF
5,CollgCr,1,Gd,TA,TA,280,1,Unf,27,Detchd,CBlock,nonappli,5,20,33,TA,Unf,0,HdBoard,HdBoard,None,924,RL,6,1Story,No,Normal,WD,TA,0,924,IR1,TA,Y,0,88,MnPrv,SBrkr,0,SBrkr
6,NAmes,2,TA,Gd,TA,528,1,Unf,46,Detchd,CBlock,nonappli,4,45,54,Gd,Unf,0,MetalSd,MetalSd,None,832,RL,6,1.5Unf,No,Normal,WD,TA,0,832,Reg,TA,Y,0,59,nonappli,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,431,2,Fin,8,Attchd,PConc,TA,10,60,7,Gd,Unf,1,VinylSd,VinylSd,None,1886,RL,5,2Story,No,Normal,WD,TA,930,930,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
7,SawyerW,3,Gd,Gd,Gd,701,2,RFn,19,Attchd,CBlock,TA,7,20,18,Gd,ALQ,1,HdBoard,HdBoard,BrkFace,2196,RL,7,1Story,Mn,Normal,WD,TA,0,2158,IR1,TA,Y,0,90,nonappli,SBrkr,70,SBrkr
5,Sawyer,2,TA,TA,TA,504,1,Unf,45,Attchd,PConc,nonappli,6,190,45,Ex,BLQ,0,Plywood,HdBoard,None,1039,RL,4,1Story,Mn,Normal,WD,TA,0,1039,Reg,TA,Y,1,75,nonappli,SBrkr,0,SBrkr
5,Sawyer,1,TA,TA,TA,312,2,Unf,60,Attchd,CBlock,Gd,7,50,58,TA,Unf,1,Wd Sdng,Wd Sdng,None,1271,RL,5,1.5Fin,No,Normal,WD,TA,551,720,Reg,TA,Y,0,115,nonappli,SBrkr,0,SBrkr
5,Edwards,1,TA,TA,TA,384,1,Unf,30,Detchd,BrkTil,nonappli,7,50,58,Ex,Rec,0,MetalSd,MetalSd,None,1367,RL,8,1.5Fin,No,Normal,WD,TA,406,861,Reg,TA,Y,0,50,MnPrv,SBrkr,130,SBrkr
7,NWAmes,2,Gd,TA,TA,542,2,Fin,22,Attchd,CBlock,TA,7,60,17,Gd,Unf,1,Plywood,Plywood,BrkFace,2093,RL,6,2Story,No,Normal,WD,TA,857,791,IR1,TA,Y,1,46,MnPrv,SBrkr,63,SBrkr
5,CollgCr,1,TA,TA,TA,338,1,Unf,37,Attchd,CBlock,Fa,5,20,37,Ex,BLQ,1,HdBoard,Plywood,None,864,RL,6,1Story,Av,Normal,WD,TA,0,864,IR1,TA,Y,0,36,nonappli,SBrkr,0,SBrkr
6,SWISU,1,TA,Gd,TA,336,2,Unf,41,Detchd,PConc,Gd,10,50,20,Ex,Unf,1,Wd Sdng,Wd Shng,None,2447,RL,7,1.5Fin,No,Normal,WD,TA,748,804,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
6,NAmes,2,TA,Gd,TA,480,1,RFn,47,Attchd,PConc,nonappli,6,85,47,Ex,GLQ,0,MetalSd,MetalSd,BrkFace,1054,RL,7,SFoyer,Gd,Abnorml,WD,TA,0,936,Reg,TA,Y,0,80,MnPrv,SBrkr,0,SBrkr
5,Mitchel,0,Gd,TA,TA,0,1,nonappli,-9.22E+18,nonappli,PConc,nonappli,6,20,0,Ex,ALQ,0,VinylSd,VinylSd,None,1120,RL,5,1Story,No,Partial,New,nonappli,0,1120,Reg,nonappli,Y,0,70,nonappli,SBrkr,30,SBrkr
7,Somerst,3,Gd,Gd,Gd,834,2,RFn,1,Attchd,PConc,nonappli,7,20,1,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1616,RL,5,1Story,Av,Normal,WD,TA,0,1616,Reg,TA,Y,0,73,nonappli,SBrkr,59,SBrkr
5,NAmes,2,TA,TA,TA,515,1,RFn,42,Attchd,CBlock,nonappli,6,20,42,TA,ALQ,0,MetalSd,MetalSd,BrkFace,1073,RL,7,1Story,No,Normal,WD,TA,0,1073,Reg,TA,Y,1,79,nonappli,SBrkr,0,SBrkr
